,Alpha_o_7DAYMADRS_corr,Alpha_s_7DAYMADRS_corr,Beta_o_7DAYMADRS_corr,Beta_s_7DAYMADRS_corr,Gamma_o_7DAYMADRS_corr,Gamma_s_7DAYMADRS_corr,Theta_o_7DAYMADRS_corr,Theta_s_7DAYMADRS_corr
264,3.16E-08,0.070207667,0.004080648,0.135501149,0.013175764,0.10446081,0.014700196,0.07393317
265,0.031589675,0.049617998,0.150458843,0.078475024,0.088419426,0.089266697,0.016446156,0.037107386
266,0.099816267,0.026035368,0.183401239,0.062347325,0.050832971,0.175068209,0.078991432,0.053357122
267,0.18642086,0.140236608,0.091380939,0.168012958,0.015936075,0.079845999,0.09323192,0.157441399
268,0.086578316,0.06279922,0.165639007,0.069583924,0.083440439,0.118676036,0.115555819,0.046238469
269,0.041508317,0.009989148,0.000208096,0.027599523,0.235353012,0.001491555,0.133100979,0.025782712
270,0.032275054,0.009791681,0.011014335,0.016490004,0.001224897,0.005606871,0.060687467,0.014877145
271,0.002264419,0.009655802,0.011705678,0.023844342,0.177792529,0.020094557,0.01149481,4.45E-05
272,0.017804449,0.000617454,0.051835539,0.018756888,0.133278601,0.001947247,0.008539155,0.008415343
273,0.078262183,0.012324178,0.066580207,0.004286739,0.013658369,2.49E-05,0.118768982,0.00713279
274,0.00885443,1.03E-05,0.04624808,0.019755505,0.229346908,0.007932009,0.007373884,0.008482087
275,0.047602151,0.05863903,0.043207062,0.046814017,0.000125541,0.006547481,0.105528635,0.074950114
276,0.072586577,0.028149865,0.087140003,0.000212101,0.085177211,0.003398251,0.014634382,0.003399749
277,0.164528983,0.018309414,0.170087706,0.000971449,0.101651511,0.012950261,0.061428488,0.006143073
278,0.020363702,0.079959545,0.013686933,0.101879013,0.060334865,0.099986297,0.031445521,0.128983678
279,0.04973692,0.018046573,0.099474561,0.000131243,0.157417483,0.00089609,0.036462919,0.009439471
280,0.1265231,0.117828791,0.151058039,0.102154738,0.003740361,0.031934691,0.159018823,0.120067941
281,0.041913672,0.002113601,0.015440242,0.000552776,0.00117888,0.01946389,0.01578039,0.006276736
282,0.04749762,0.002192551,0.109615799,0.004380757,0.065041388,0.001161931,0.063239919,0.00043234
283,1.48E-07,0.013620305,0.007065701,0.021919879,0.002315856,0.030574544,2.05E-05,0.003884347
284,0.120362619,0.000167756,0.110947305,0.007882449,0.03519825,0.011339686,0.104210932,0.004574952
285,0.017521495,0.181208266,0.013124569,0.164129576,0.062027738,0.100043871,0.000595305,0.204643608
286,0.046291181,0.023096749,0.085099495,0.103661979,0.075861141,0.124237281,0.065760059,0.04971089
287,0.173515336,0.029289187,0.086714855,0.097779857,0.087215482,0.189451472,0.041565228,0.037068435
288,0.180198279,0.122878041,0.173455548,0.207522998,0.081910749,0.090662933,0.197494697,0.181707204
289,0.124337896,0.074401632,0.059636719,0.1021987,0.06341474,0.112367841,0.022815026,0.031201747
290,0.049901064,0.000182273,0.099536177,0.000559025,0.079952228,0.054177451,0.118324089,0.067897296
291,0.017071318,0.052492279,7.01E-05,0.003389653,0.001051343,0.03556794,5.30E-05,0.001221719
292,0.072316385,0.011352105,0.030581927,0.052778319,0.050785333,0.141214615,0.043177264,0.010804394
293,0.095466057,0.126109519,0.036247043,0.001680871,0.001152162,0.032446007,0.099899565,0.022505963
294,0.030187373,0.082172587,0.023887208,0.007612256,0.013687293,0.031801817,0.049040493,0.000428913
295,0.22309618,0.045882389,0.052025082,0.011820146,0.033301731,0.091347152,0.027581482,0.003092164
296,0.189222983,0.021586436,0.082362141,0.020092157,0.001532077,0.044668599,0.052312004,0.011871133
297,0.012541522,0.169555613,0.017353478,0.072870235,0.012332886,5.69E-07,0.01221233,0.029119482
298,0.142987017,0.061786593,0.079568624,0.000539563,0.005970159,0.036448193,0.033623679,2.21E-05
299,0.069687905,0.002662729,0.022909052,0.002638194,0.005231503,0.019963385,0.018818767,0.020647924
300,0.023917545,0.009789887,0.038667681,0.049444126,0.078647948,0.109748224,0.007050661,0.043061961
301,0.169739177,0.015402026,0.001719437,0.000444584,0.015297253,0.009641587,0.199726705,0.001950578
302,0.077660517,0.002225205,0.048425822,0.006873634,0.02195689,0.052369115,0.141033604,0.033810665
303,0.094387424,0.005154778,0.006868745,6.01E-06,0.142500906,0.019194621,0.020578048,3.80E-05
304,0.02139783,0.005492312,0.030022903,0.004131336,0.049183665,0.00491053,0.001822008,0.002442696
305,0.009985007,0.012943254,0.040689452,0.021623011,0.033104768,0.000299786,0.035918849,0.000992392
306,0.092314469,0.002806258,0.001642878,2.59E-07,0.045012627,0.00682813,0.006031917,0.014352969
307,0.113151077,0.00584001,0.019735794,0.001956494,0.000412684,0.000658313,0.070645202,0.002905852
308,0.002138688,0.129024551,0.009715717,0.147349168,0.022943534,0.067201045,0.003248239,0.177347911
309,0.013635294,0.000539102,0.080698671,0.007560107,0.055627591,0.000281651,0.001255327,0.004697628
310,0.001101707,0.041590808,0.053053655,0.092014764,0.063221842,0.045981375,0.004985165,0.06073273
311,0.0192394,0.119439683,0.00178148,0.220302289,0.000298187,0.164840858,0.006256232,0.152423128
312,0.001250432,0.021779332,0.003807237,0.000411696,0.042561486,0.002839452,0.00010822,0.013887478
313,0.042389925,0.023144259,0.001960495,0.065363812,0.00434191,0.069485417,0.010480371,0.031776544
314,0.149928307,0.001368364,0.114903902,0.025139042,0.096108779,0.02678816,0.178788983,0.00581087
315,0.067579617,0.002366198,0.091644421,0.010722969,0.015548002,0.036090115,0.067428762,0.011317834
316,0.088081792,0.009835717,0.015352917,0.007675167,0.018223627,0.05844225,0.131567487,2.38E-05
317,0.11390192,0.055825263,0.03832689,0.032227886,0.008250478,0.004293613,0.102767111,0.041623014
318,0.091620241,0.000642548,0.118827425,0.002604633,0.021324028,0.004578836,0.080143606,0.003251867
319,0.173930787,0.003365829,0.021590354,1.22E-07,0.003827069,0.006911459,0.060410976,0.000982997
320,0.046121887,0.149911939,3.55E-05,0.139226197,0.006101187,0.019493463,0.07162588,0.103682904
321,0.29600876,0.039565491,0.035651616,0.025061808,0.015468505,0.003047477,0.286929612,0.016966603
322,0.06021347,0.145000547,0.014287701,0.114405694,0.011765432,0.074014355,0.07713098,0.130123003
323,0.125466137,0.115414308,0.056792227,0.132978915,0.061273124,0.056293087,0.168901973,0.116488016
324,0.107636828,0.082198645,0.034187031,0.048296839,0.003230155,0.013991066,0.15087723,0.059361893
325,0.083594476,0.042407202,0.027867073,0.079636418,0.006305156,0.001823148,0.040921734,0.016610429
326,0.021635457,0.006606574,0.018358517,0.044853861,0.024514345,0.03249605,0.066057879,0.0063506
327,0.075005895,0.021894874,0.048136259,0.040969719,0.044250843,0.005415252,0.064158778,0.000275563
328,0.057498736,0.029096659,0.020339413,0.051702802,0.0048827,0.008022485,0.077892047,0.003791091
329,0.003207683,0.055417802,0.000128247,0.040344416,0.000561731,0.041413652,0.001670669,0.04055518
330,0.05266577,0.012867113,0.037644089,0.028627752,0.013292859,0.000325953,0.048941013,0.007946843
331,0.004208373,0.001506798,0.068404623,0.006602666,0.070911896,0.050328628,8.13E-05,0.013029965
332,0.018325612,0.031215046,0.020130001,0.12179165,0.016410079,0.126885533,0.01392239,0.041727228
333,0.013832948,0.039470177,0.003265931,0.105925938,0.000472852,0.054123979,0.004419254,0.088794481
334,0.000199661,0.016802477,0.002678965,0.048412565,0.008670711,0.031743062,3.00E-05,0.003525582
335,0.000979249,0.005620938,0.02103445,0.023152674,0.016854695,0.062345557,0.001752423,0.0677256
336,0.031451064,0.023414494,0.210031682,0.074716002,0.217578188,0.07682156,0.147060255,0.060218849
337,0.0021535,0.016690097,0.145005693,0.080702662,0.143413044,0.080979278,0.002432541,0.074007465
338,0.067965782,0.057102528,0.037941488,0.125757856,0.033046757,0.165207576,0.105450631,0.152034483
339,0.030870163,0.000492408,0.053782372,0.018309625,0.164452607,0.046956717,0.000122953,0.026542683
340,0.002068697,0.023273839,0.028797731,0.079003684,0.050967353,0.103052907,0.009359049,0.111234702
341,0.000982364,0.001011037,0.0067335,0.004908358,0.007897094,0.026175057,0.020374615,0.011999456
342,0.069659995,0.000128233,0.001620969,0.029893615,0.017012643,0.069163252,0.000581947,0.047858555
343,0.117278136,0.000336199,0.017920186,0.072750893,0.019266374,0.080185179,0.084562467,0.011386935
344,0.245850365,0.023997945,0.298540753,0.016500366,0.251458326,0.004758202,0.211149386,0.01187327
345,0.014699067,0.033455368,0.000131865,0.022310975,0.078415118,0.00040297,0.032670054,0.0039043
346,0.05969605,0.125754678,0.016873709,0.049665429,0.000272751,0.009146156,0.091054257,0.07202774
347,0.011446181,0.267851738,0.005125112,0.16806343,0.006018601,0.171303388,0.048342442,0.246302236
348,0.021664601,0.148260199,0.014189098,0.096714429,0.019793554,0.023055784,1.54E-06,0.035529689
349,0.050705712,0.231894748,0.003423295,0.117578055,0.003643621,0.121136732,0.074805368,0.126207883
350,7.17E-05,0.00499794,0.049382803,3.05E-05,0.019684491,0.001586505,4.15E-05,0.002573391
351,0.009208925,0.005658208,0.022603628,0.021174775,0.008296844,0.016084319,0.000850992,0.05147825
352,0.084340092,0.002087975,0.018634124,0.07666201,0.004111147,0.080596233,0.034869395,0.008359806
353,0.234091201,0.0001829,0.054211534,0.022175424,0.00070892,5.66E-05,0.071123397,0.000169096
354,0.002502315,0.077167964,0.00094973,0.005648057,0.000528283,0.010091911,0.000878069,0.011043781
355,0.280854492,0.000313159,0.139273679,0.092803057,2.37E-05,0.053416559,0.147918129,0.026369152
356,0.050707988,0.087060384,0.015386949,0.02037551,0.005255762,0.002591661,0.085182816,0.005139905
357,0.076912791,0.001211397,0.125160092,0.025076046,0.00404947,0.012733669,0.071374643,0.00316563
358,0.171043039,0.00823315,0.225474418,0.002363802,0.101119496,0.014290436,0.155190549,0.006282091
359,0.167711909,0.183098431,0.183245906,0.123954227,0.1135686,0.053669599,0.202729518,0.070180865
360,0.172789438,0.03637955,0.242377114,0.014716242,0.113070423,0.020295067,0.189747439,0.00161036
361,0.131820041,0.049315767,0.121177309,0.05750295,0.034946912,1.77E-05,0.094777147,0.003653533
362,0.006225429,0.006130837,0.013564795,0.000954285,0.059171262,5.23E-06,0.002415196,0.039960776
363,0.015669551,0.007852072,0.006458203,0.009920012,0.007173757,5.34E-05,0.0109113,0.016059853
364,0.045996456,0.064112072,0.077644838,0.011314011,0.170456562,0.004192524,0.021351985,5.75E-06
365,0.071759331,0.013157317,0.068533909,0.003121115,0.017824808,0.034052745,0.034716616,0.000895593
366,0.117372781,0.128469035,0.145961301,0.121616368,0.068698304,0.022698518,0.100714505,0.064495147
367,0.133141014,0.000617713,0.124329346,0.062337332,7.76E-05,0.090135671,0.094629525,0.02603095
368,0.104911497,0.051903177,0.150025484,0.131501489,0.18157706,0.133524646,0.094902644,0.025287771
369,0.152517512,0.076878349,0.08492238,0.21062848,0.018499974,0.08024546,0.058798037,0.19603413
370,0.10538783,0.086099852,0.140069775,0.094489831,0.177216438,0.043414613,0.093318973,0.017792928
371,0.001866217,2.20E-05,0.046161063,0.019349147,0.057274242,0.015922984,0.000250326,0.009679172
372,0.195350345,0.000405324,0.05522816,3.55E-05,0.035626842,0.000358662,0.176037245,0.000167707
373,0.005985765,0.012844631,0.001072531,0.007410133,0.004025106,0.002983191,0.004720915,0.003457528
374,0.11850813,0.026630433,0.042027727,0.022940601,0.001350521,0.030201995,0.114457441,0.012580448
375,0.058226234,0.116508185,9.14E-06,0.169659603,9.14E-06,0.141194228,0.05394296,0.093512336
376,0.005880408,0.019291405,7.70E-06,0.015824694,0.003785778,0.000773864,0.001354705,0.000193636
377,0.048720462,0.096033649,0.005974125,0.09641434,0.002291199,0.090294453,0.040380797,0.050338263
378,0.000175776,0.018132501,0.042120033,0.058020865,0.008655446,0.029488039,0.018070242,0.069392615
379,0.042619518,0.028327086,0.091088705,0.02888067,0.098859595,0.043505949,0.076341265,0.069248032
380,0.018517456,0.004177615,0.023077834,0.071263041,0.074284798,0.044046018,0.0201897,0.043580207
381,0.192144506,0.012595472,0.000204533,0.064444818,0.028059156,0.026079452,0.061378016,0.034025119
382,0.11436112,0.020398045,0.172278684,0.003688721,0.162303918,0.017796935,0.178563534,0.007013554
383,0.088588657,0.010316115,0.045007089,0.121731183,0.008511852,0.06386003,0.013916445,0.074103494
384,0.129899387,0.007258811,0.03932655,0.020424371,2.06E-06,0.056925988,0.062517465,0.019583659
385,0.186822708,0.012102135,0.114245086,0.036490332,0.025725323,0.027071734,0.152041723,0.016480214
386,0.209899074,0.010017336,0.142276176,0.018087793,0.01753318,0.000617803,0.223066451,0.001997233
387,0.289484239,0.025393117,0.085509418,0.026820535,0.003024371,0.045762893,0.204977032,0.026542879
388,0.286048378,0.030158169,0.280523424,0.123159142,0.099281908,0.067393032,0.376452499,0.083864172
389,0.0877223,0.069497706,0.107695749,0.047602711,0.012300461,0.000234156,0.010039671,0.03513414
390,0.079372646,0.006167377,0.016249738,7.18E-05,0.036425441,0.002303348,0.042069601,0.049180556
391,0.001667324,0.000739091,0.002206133,0.000185692,0.000503162,0.011464813,0.021090748,0.021626151
392,0.011286916,0.003855405,0.039680284,0.002717941,0.000153507,0.001268986,0.009198233,0.024222458
393,0.144310947,0.017955571,0.018131506,0.00551829,0.004056732,0.065913763,0.026790285,0.008520042
394,0.173508716,0.035516846,0.154433741,0.029744053,0.026655561,0.018260781,0.100420338,0.015308835
395,0.185237462,0.010019375,0.068459351,0.069573024,0.000862027,0.05785682,0.145997896,0.04385114
396,0.061478592,0.058954684,0.005955931,0.103825284,0.003508068,0.125085368,0.009283283,0.028971447
397,0.074409133,0.093330101,0.002212194,0.206716423,0.001259812,0.085861664,0.026990709,0.239951098
398,0.174297201,0.004104349,0.122793401,0.017283515,0.00449806,0.048852532,0.140129739,0.005747415
399,0.034782891,0.008707267,0.09207109,0.030196185,0.259286395,0.006928457,0.078909168,0.025196608
400,0.023683945,1.13E-05,0.033122551,0.000924857,0.04336989,0.003594621,0.021002101,0.001318244
401,0.001497258,0.006005326,0.033490868,3.97E-05,0.038197004,0.000777904,3.02E-05,0.000178895
402,0.03946932,0.038163231,0.084149301,0.027416371,0.109991955,0.100947116,0.09231147,0.047999879
403,0.065935458,0.026890911,0.032968859,0.017713014,0.004895678,0.008288068,0.022470299,0.042634621
404,0.026870801,0.005126332,0.016896854,0.001788784,0.012968324,0.019010936,0.040651093,0.001074007
405,0.058462755,0.112551749,0.104240713,0.175613084,0.011055036,0.04956008,0.050591667,0.133599423
406,0.000878981,0.014849648,0.00729688,0.00972019,0.005352991,0.016730787,0.012377808,0.003988195
407,0.022929077,0.111288857,0.080416704,0.150450414,0.129216759,0.272741536,0.084275948,0.199387154
408,0.048230094,0.036895006,0.01509717,0.113060451,0.008734497,0.151334602,0.087466419,0.082805671
409,0.019768384,0.050639353,0.036924713,0.051300558,0.075392489,0.099116096,0.067355782,0.05541345
410,0.009573789,0.071923851,0.012850762,0.147016959,0.02535652,0.048496461,0.013775834,0.050857219
411,0.015439453,0.00438,0.058931495,0.059392749,0.088951719,0.140926918,0.102867533,1.72E-05
412,0.087969215,0.003124738,0.033510092,0.031359184,0.051402692,0.019347972,0.038290255,0.017994026
413,0.005408478,0.015533622,0.025490207,0.044962633,0.082500019,0.05958635,0.033460391,0.001943811
414,0.003104762,0.086159945,0.005237627,0.099259735,0.058985153,0.206763881,0.004110314,0.085589297
415,0.044067613,0.03091909,0.002397652,0.09180594,0.000660485,0.052274725,0.003497401,0.024532287
416,0.003661828,1.29E-06,1.06E-07,3.48E-05,0.032817128,0.005703206,0.033534473,0.00630867
417,0.111054331,0.096601555,0.018753902,0.202964384,0.000181956,0.251135669,0.008308729,0.082604172
418,0.076969687,0.013455364,0.080169007,0.015015984,0.142910567,0.000799796,0.139126796,0.036718516
419,0.144781591,0.059226454,0.032238867,0.092715709,0.00182562,0.098666052,0.013717632,0.02279996
420,0.027504676,0.00212696,0.016857792,0.005150364,0.00118142,0.001574705,0.068257611,0.022775426
421,0.012369465,0.013647456,0.010248907,0.039244118,0.002172057,0.015224346,0.017327777,0.048917972
422,0.073634145,0.001094643,0.066086161,0.001498941,0.111772104,0.001407658,0.093420969,0.004544715
423,0.037741202,4.27E-05,0.032250411,0.001223357,0.026283909,0.004144386,0.071203081,0.015369181
424,0.035551911,0.008046949,0.045321925,0.039646502,0.036802437,0.016220946,0.074658483,0.057427435
425,0.052902104,0.001929109,0.071991214,0.000328999,0.000521894,0.003275821,0.046992962,0.010227866
426,0.028452089,0.016780576,0.052782228,0.000884322,0.002901524,0.021948092,0.005746433,0.018566226
427,0.030209847,0.001391188,0.05121522,0.000241335,0.102482347,0.00011482,0.061433363,0.048927535
428,0.007300576,0.010998278,0.005104407,0.00608667,0.027263079,0.001756098,0.002321758,0.028127875
429,0.047604463,0.002172284,0.039388241,0.000719731,0.033078467,0.014196662,0.039344528,0.000268828
430,0.024911574,9.75E-05,0.046025545,0.002835164,0.019749685,0.002027776,0.015646215,0.002342377
431,0.016135579,0.004593936,0.069178111,0.044212863,0.159655332,0.029635851,0.017914559,0.049998091
432,0.07190946,8.68E-05,0.144204298,0.01651311,0.10208385,0.11396257,0.078706644,0.000395239
433,0.007428413,0.019175602,0.006144152,0.080334009,0.004761342,0.023581234,0.013989375,0.071247378
434,0.013103996,0.009732998,0.032917371,0.009196721,0.01039244,0.003166526,0.007572207,0.036217069
435,0.065308631,0.0193127,0.042681515,0.025090591,0.001701793,0.008925471,0.0546813,0.003286258
436,0.008445689,0.031637655,0.001582956,0.063384901,1.55E-05,0.082536478,0.000540479,0.04330694
437,0.108600737,0.00567155,0.070975361,0.019238048,0.004093953,0.011227001,0.09257619,0.005386052
438,0.040909995,0.022612729,0.01202456,0.054698815,0.000596301,0.038349583,0.026805598,0.023986949
439,0.06394304,0.007090451,0.049756306,0.010182077,0.063269362,0.025792895,0.073660095,2.40E-08
440,0.202869421,0.002768659,0.22991617,0.001275863,0.164705496,0.000210907,0.168082902,0.002017709
441,0.015868422,0.002899943,0.008590849,0.003172985,0.030974824,0.000204146,0.034601661,0.024226737
442,0.091649787,0.093147293,0.098000739,0.141659737,0.156319588,0.188096103,0.105928908,0.14036549
443,0.020960602,0.014994203,4.93E-06,0.019633783,0.032516885,0.00843515,0.005597976,0.021367886
444,0.195085651,0.00363396,0.164631165,0.021746338,0.046271931,0.095936013,0.25576142,0.003305806
445,0.018224575,0.00870198,0.043696031,0.019140653,0.051228865,0.026936525,0.006472651,0.000509362
446,0.031392051,0.039127959,0.021681824,0.07060009,0.000198095,0.02515508,0.018002624,0.000525375
447,0.004745862,0.002474378,0.010495124,0.000250432,0.001501356,2.21E-06,0.001176694,0.009894032
448,0.018571211,0.02954642,0.036587879,0.000304081,0.047243626,0.000136956,0.012444367,0.065647024
449,0.000367168,0.124793191,0.012016105,0.131508099,0.072736757,0.062504289,0.007003661,0.198566663
450,0.00407699,0.000314907,0.000859829,0.010160942,0.002028057,0.005143473,0.001289798,0.030915862
451,0.034081824,0.035861675,0.096303094,0.067698032,0.108218431,0.09652786,0.029573508,0.031634628
